47.879176	29.516529
47.485133	26.406599
49.909497	29.291887
55.376268	30.116240
80.649672	37.379802
57.365341	22.706793
93.088415	41.413889
56.616722	27.730560
56.381410	25.656712
70.163370	37.790687
56.754102	32.349790
112.610502	61.052324
59.937000	36.015472
83.762924	33.880571
84.986028	45.841364
49.104537	26.102834
76.833071	38.447279
77.887661	37.284913
68.207100	32.076487
103.463632	49.449581
56.298182	38.668478
44.493946	28.238580
69.450901	36.651833
88.462526	52.098486
58.454910	19.455504
68.381937	32.772068
74.055146	35.200846
50.349399	36.785886
47.073614	23.109041
62.710086	31.899565
86.057031	45.570476
40.112527	22.872675
61.258600	36.802496
87.547676	48.631560
77.486035	44.423955
38.587885	26.358113
94.259856	50.845675
75.301013	40.995653
63.423460	33.221387
46.893697	27.015099
72.973824	39.066617
39.916100	25.349032
55.135893	36.476304
56.814280	26.888240
63.863908	37.004130
75.533333	36.130389
40.478959	21.622677
65.010595	34.828279
67.292469	32.425075
78.355609	40.927087
41.762021	23.858839
80.616194	38.349170
82.172217	44.765752
78.711418	41.870844
63.271529	31.120889
48.115933	23.742007
98.523542	59.974100
53.419026	25.198771
82.756182	43.969219
63.394240	36.636113
57.035502	33.888690
61.154524	37.243572
64.367387	34.314954
34.488146	17.404015
30.119847	12.774580
46.750906	27.261793
69.954213	37.559220
47.846529	20.763725
64.985176	35.667869
53.417278	32.759978
61.929673	38.640915
68.969376	34.776382
85.069188	44.147733
82.791473	32.516453
58.543136	29.826856
45.656768	32.419386
86.165081	44.940558
67.921116	35.223471
72.720305	32.618402
34.974451	25.048045
71.949402	35.209735
59.958145	25.841044
58.680329	35.226238
86.044650	46.947642
101.316417	50.674426
48.424570	24.140727
71.842121	52.556784
39.522773	22.946958
89.380382	49.205476
63.472774	25.747130
70.785867	37.749286
62.451371	28.820588
54.329744	26.395499
40.390269	17.224446
72.813249	34.800497
39.099969	25.467428
45.049363	20.841210
76.580816	38.073767
49.892218	28.099004
100.873579	51.232556
86.982081	41.588702
54.919555	26.897805
65.899619	41.141130
76.904667	44.619573
108.334081	55.240568
88.711046	53.759294
29.388577	17.601921
80.783159	46.275044
108.152582	64.170794
55.776553	27.792243
51.737427	42.248482
81.644041	41.656234
72.049094	42.833041
80.016546	47.898957
71.729477	34.162100
79.552198	39.624714
48.122199	34.906801
60.199120	31.872426
68.817758	38.612593
75.273687	37.199276
71.322756	50.708674
87.860967	41.792908
63.542070	34.743320
41.435312	30.338093
29.683579	16.418876
99.473477	48.282340
55.815906	28.696668
52.110032	33.976429
77.917458	37.673388
79.570210	40.393724
61.464360	23.499452
87.362038	53.981138
60.901323	31.577347
67.358364	30.138258
75.586967	45.069903
48.669868	23.576640
54.864230	27.235583
91.315433	32.080261
61.651178	29.329738
85.011674	41.133943
71.034936	40.455628
66.492038	29.369141
71.422848	31.780724
74.983885	30.874371
41.980490	24.118521
60.848996	29.568695
82.137243	35.086489
44.781789	28.459633
79.099400	47.647718
75.116015	41.520448
54.304694	27.929862
94.513095	43.659049
51.014066	25.829810
78.407832	43.408448
68.348159	42.173630
75.236508	35.568584
70.015253	37.226556
46.919081	30.305600
102.389540	61.797141
80.336416	39.834566
71.725184	43.933968
103.315862	55.785619
56.263495	39.676699
58.567435	30.278917
60.065305	33.858337
66.676379	38.337845
74.122396	32.955629
59.587413	33.348910
68.013889	31.046652
50.373040	33.912252
91.278964	47.882720
69.032597	32.151754
85.534092	39.317726
63.316323	32.534044
78.983704	38.915291
44.108932	20.739975
74.621651	33.503951
64.390241	43.357245
67.546163	34.448715
63.281165	34.714198
64.073447	29.816301
69.252045	33.864491
86.222308	49.162960
92.984388	47.338185
65.025690	38.328903
79.328239	42.291856
30.864592	17.521969
36.108014	26.246013
97.432302	48.445001
46.350059	24.637842
99.762100	49.602151
37.810296	22.179635
48.898598	26.145574
69.590813	37.893390
66.868924	46.029821
52.872767	31.761157
56.094759	36.624074
54.241474	37.490694
49.870134	36.150670
51.982671	23.590988
48.708772	28.362168
77.469545	48.981725
67.378824	31.932131
90.558471	43.681901
85.990167	45.447450
124.869580	65.245664
90.453717	48.102269
88.527338	39.839354
88.436735	45.126834
57.717743	38.515698
